Year,DOY,Month,DOM,Time,ExFlow,GM,InFlow,HV,Spare,LLD,ULD,TankP,Temp,AirT,RelHum,Press,Batt,Ind,LLD,Comments
2011,313,11,9,03:00,39.7,1984,6.1,644.6,-9999,8424,0,2102,27.7,13.7,73.5,939.0,13.6,1,8424,
2011,313,11,9,03:30,39.5,1976,6.1,644.6,-9999,10439,0,2099,27.2,13.0,74.6,938.7,13.6,1,10439,
2011,313,11,9,04:00,37.8,1892,6.0,644.6,-9999,13493,0,2058,26.6,12.3,75.3,938.6,13.6,1,13493,
2011,313,11,9,04:30,36.9,1847,6.1,644.4,-9999,13896,0,2032,26.1,12.3,75.2,939.0,13.6,1,13896,
2011,313,11,9,05:00,36.9,1847,5.8,644.2,-9999,13034,0,2035,25.7,12.0,75.0,939.6,13.6,1,13034,
2011,313,11,9,05:30,37.1,1857,5.9,644.1,-9999,12558,0,2043,25.5,12.0,74.7,939.9,13.6,1,12558,
2011,313,11,9,06:00,37.4,1872,5.7,644.1,-9999,13250,0,2054,25.3,11.9,76.3,940.0,13.6,1,13250,
2011,313,11,9,06:30,38.0,1902,5.5,644,-9999,13242,0,2075,25.1,12.6,76.2,940.0,13.6,1,13242,
2011,313,11,9,07:00,39.8,1991,5.5,644.1,-9999,11207,0,2089,25.3,15.3,78.1,940.1,13.6,1,11207,
2011,313,11,9,07:30,40.7,2035,5.4,644.5,-9999,10490,0,2089,26.2,19.1,77.7,940.1,13.6,1,10490,
2011,313,11,9,08:00,39.8,1988,6.1,644.9,-9999,7897,0,2002,27.8,22.6,72.7,940.0,13.6,1,7897,
2011,313,11,9,08:30,39.8,1989,6.7,645.2,-9999,5889,0,1975,29.6,26.5,64.4,940.2,13.6,1,5889,
2011,313,11,9,09:00,40.6,2030,6.8,645.5,-9999,4828,0,1964,31.6,27.8,60.5,940.0,13.6,1,4828,
2011,313,11,9,09:30,40.5,2023,7.0,645.7,-9999,4110,0,1915,33.5,29.8,52.0,939.7,13.6,1,4110,
2011,313,11,9,10:00,41.1,2056,7.2,646.2,-9999,3406,0,1856,35.4,31.5,41.6,939.4,13.6,1,3406,
2011,313,11,9,10:30,40.9,2046,7.1,646.1,-9999,3065,0,1851,36.7,32.1,36.2,939.5,13.6,1,3065,
2011,313,11,9,11:00,40.5,2026,6.9,646.1,-9999,2561,0,1782,37.5,32.7,32.9,939.6,13.6,1,2561,
2011,313,11,9,11:30,40.9,2047,6.7,646.1,-9999,2540,0,1800,37.8,31.4,33.7,939.6,13.6,1,2540,
2011,313,11,9,12:00,41.1,2054,6.7,646.1,-9999,2583,0,1813,37.9,32.3,31.3,939.3,13.6,1,2583,
2011,313,11,9,12:30,40.9,2046,6.8,646.1,-9999,2671,30,1812,38.2,32.9,30.3,939.0,13.6,1,2671,
2011,313,11,9,13:00,40.8,2042,7.1,646.1,-9999,2590,0,1813,37.9,35.2,27.3,938.7,13.6,1,2590,
2011,313,11,9,13:30,40.9,2047,7.1,646.1,-9999,2475,0,1799,39.1,35.3,27.1,938.1,13.6,1,2475,
2011,313,11,9,14:00,41.0,2051,7.1,646.1,-9999,2452,0,1821,40.4,35.6,26.5,937.4,13.6,1,2452,
2011,313,11,9,14:30,40.8,2041,6.8,646.1,-9999,2455,0,1794,41.6,37.5,23.7,936.8,13.6,1,2455,
2011,313,11,9,15:00,41.1,2056,6.5,646.2,-9999,2300,0,1788,43.1,37.0,23.9,936.3,13.6,1,2300,
2011,313,11,9,15:30,41.2,2060,6.3,646.2,-9999,2185,0,1790,43.8,34.8,26.2,936.0,13.6,1,2185,
2011,313,11,9,16:00,41.6,2080,6.0,646.2,-9999,2201,0,1797,43.5,29.9,33.6,935.9,13.6,1,2201,
2011,313,11,9,16:30,40.8,2042,6.6,646.1,-9999,2095,0,1882,41.4,27.6,42.2,936.2,13.6,1,2095,
2011,313,11,9,17:00,40.9,2043,6.9,646.1,-9999,1939,0,1838,40.4,31.9,34.7,935.7,13.6,1,1939,
2011,313,11,9,17:30,40.9,2047,6.8,646.1,-9999,1994,0,1810,41.0,31.4,34.6,935.3,13.6,1,1994,
2011,313,11,9,18:00,41.0,2049,6.7,646.1,-9999,1952,0,1803,41.6,33.3,30.2,935.0,13.6,1,1952,
2011,313,11,9,18:30,41.2,2061,6.7,646.2,-9999,1945,0,1802,42.6,33.1,29.8,935.0,13.6,1,1945,
2011,313,11,9,19:00,41.5,2075,6.7,646.2,-9999,2035,0,1817,43.2,31.0,32.7,935.1,13.6,1,2035,
2011,313,11,9,19:30,41.7,2087,6.1,646.1,-9999,2076,0,1842,42.7,27.5,40.4,935.3,13.6,1,2076,
2011,313,11,9,20:00,41.5,2076,6.2,646.1,-9999,2236,0,1847,40.8,25.0,46.8,935.6,13.6,1,2236,
2011,313,11,9,20:30,41.3,2066,6.2,646.1,-9999,2361,0,1861,38.7,23.8,49.8,935.6,13.6,1,2361,
2011,313,11,9,21:00,40.6,2029,6.5,646.2,-9999,2921,0,1850,37.1,22.5,53.6,935.7,13.6,1,2921,
2011,313,11,9,21:30,41.4,2068,6.3,645.9,-9999,3967,0,1875,35.8,21.3,57.6,935.5,13.6,1,3967,
2011,313,11,9,22:00,41.5,2076,6.4,645.6,-9999,6622,0,1887,34.6,20.2,60.7,935.4,13.6,1,6622,
2011,313,11,9,22:30,41.5,2074,5.7,645.6,-9999,7646,0,1890,33.7,19.7,62.2,935.2,13.6,1,7646,
2011,313,11,9,23:00,41.3,2066,6.2,645.6,-9999,8234,0,1890,32.9,19.4,63.2,934.8,13.6,1,8234,
2011,313,11,9,23:30,41.3,2065,6.3,645.5,-9999,8305,0,1889,32.4,19.5,64.1,934.8,13.6,1,8305,
2011,314,11,10,00:00,41.4,2068,6.4,645.3,-9999,6890,0,1888,31.9,19.6,64.8,934.8,13.6,1,6890,
2011,314,11,10,00:30,41.2,2060,6.4,645.2,-9999,5608,0,1884,31.7,20.8,61.5,934.7,13.6,1,5608,
2011,314,11,10,01:00,41.0,2049,6.4,645.3,-9999,4640,0,1870,31.9,20.8,60.8,934.5,13.6,1,4640,
2011,314,11,10,01:30,40.5,2027,6.4,645.3,-9999,3932,0,1847,32.0,20.8,60.0,934.1,13.6,1,3932,
2011,314,11,10,02:00,40.5,2024,6.3,645.3,-9999,3173,0,1843,32.0,21.1,57.9,933.6,13.6,1,3173,
2011,314,11,10,02:30,41.1,2053,6.3,645.3,-9999,3133,0,1866,32.0,20.1,60.0,933.5,13.6,1,3133,
2011,314,11,10,03:00,41.0,2052,6.3,645.2,-9999,3032,0,1870,31.7,19.7,61.3,933.3,13.6,1,3032,
2011,314,11,10,03:30,40.6,2031,6.4,645.2,-9999,3025,0,1844,31.4,20.3,60.2,933.6,13.6,1,3025,
2011,314,11,10,04:00,40.8,2041,6.3,645.2,-9999,2763,0,1855,31.3,20.0,62.2,934.3,13.6,1,2763,
2011,314,11,10,04:30,40.7,2036,5.5,645.2,-9999,2373,0,1938,30.8,17.2,70.4,934.8,13.6,1,2373,
2011,314,11,10,05:00,37.8,1892,5.3,645.1,-9999,2012,0,1866,29.7,16.6,73.0,934.8,13.6,1,2012,
2011,314,11,10,05:30,37.9,1893,4.9,644.9,-9999,1909,0,1885,28.9,16.4,74.4,935.1,13.6,1,1909,
2011,314,11,10,06:00,36.9,1846,5.3,644.6,-9999,1678,0,2038,28.2,15.7,76.8,936.0,13.6,1,1678,
2011,314,11,10,06:30,36.3,1817,4.8,644.6,-9999,1555,0,2150,27.7,15.5,77.7,936.1,13.6,1,1555,
2011,314,11,10,07:00,36.9,1844,5.0,644.6,-9999,1409,0,2118,27.4,15.4,78.1,935.9,13.6,1,1409,
2011,314,11,10,07:30,36.5,1824,5.3,644.6,-9999,1328,0,2068,27.1,15.0,79.2,936.6,13.6,1,1328,
2011,314,11,10,08:00,37.8,1891,6.1,644.4,-9999,1273,0,2033,26.6,14.9,79.5,935.9,13.6,1,1273,
2011,314,11,10,08:30,38.4,1920,6.2,644.4,-9999,1260,0,2032,26.5,16.3,77.5,935.2,13.6,1,1260,
2011,314,11,10,09:00,38.0,1901,5.9,644.6,-9999,1238,0,1965,26.9,18.1,74.6,935.1,13.6,1,1238,
2011,314,11,10,09:30,40.0,2001,5.9,644.6,-9999,1208,0,1993,27.4,18.5,73.1,934.7,13.6,1,1208,
2011,314,11,10,10:00,39.6,1980,4.9,644.7,-9999,1224,0,1899,28.0,19.4,69.9,934.5,13.6,1,1224,
2011,314,11,10,10:30,39.6,1982,5.0,644.9,-9999,1303,0,1838,28.4,18.6,70.9,934.5,13.6,1,1303,
2011,314,11,10,11:00,38.9,1947,5.0,644.7,-9999,1315,0,1904,28.2,18.4,71.1,935.1,13.6,1,1315,
2011,314,11,10,11:30,38.4,1918,5.3,644.8,-9999,1172,0,1938,28.2,23.4,56.4,935.5,13.6,1,1172,
2011,314,11,10,12:00,38.9,1945,7.0,645.2,-9999,1172,0,1869,29.0,24.4,49.2,935.9,13.6,1,1172,
2011,314,11,10,12:30,38.8,1939,7.1,645.2,-9999,1144,0,1834,29.7,24.0,45.6,936.6,13.6,1,1144,
2011,314,11,10,13:00,39.2,1962,6.9,645.2,-9999,1216,0,1795,30.2,25.0,39.5,937.3,13.6,1,1216,
2011,314,11,10,13:30,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,
2011,314,11,10,14:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,
2011,314,11,10,14:30,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,
2011,314,11,10,15:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,
2011,314,11,10,15:30,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,
2011,314,11,10,16:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,
2011,314,11,10,16:30,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,
2011,314,11,10,17:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,
2011,314,11,10,17:30,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,
2011,314,11,10,18:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,
2011,314,11,10,18:30,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,
2011,314,11,10,19:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,
2011,314,11,10,19:30,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,
2011,314,11,10,20:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,
2011,314,11,10,20:30,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,
2011,314,11,10,21:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,
2011,314,11,10,21:30,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,
2011,314,11,10,22:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,
2011,314,11,10,22:30,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,
2011,314,11,10,23:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,
2011,314,11,10,23:30,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,
