Year, DOY, Month, DOM, Time,  ExFlow, GM, InFlow, HV, Spare,LLD, ULD, TankP, Temp, AirT, RelHum, Press,  Batt, Comments, Flag
2015, 68,03,09,20:30, 0, 0, 11.22, 804,-9999, 530, 0, 2526, 26.94, 24.34, 23.99, 989.1683, 14.09,, 0
2015, 68,03,09,21:00, 0, 0, 11.23, 804,-9999, 505, 0, 2526, 26.91, 24.24, 24.1, 989.3632, 14.09,, 0
2015, 68,03,09,21:30, 0, 0, 11.23, 804,-9999, 541, 0, 2527, 26.84, 24.13, 24.26, 989.4734, 14.09,, 0
2015, 68,03,09,22:00, 0, 0, 11.23, 804,-9999, 569, 0, 2527, 26.75, 23.99, 24.42, 989.5679, 14.09,, 0
2015, 68,03,09,22:30, 0, 0, 11.24, 804,-9999, 566, 0, 2529, 26.66, 24.02, 24.44, 989.7946, 14.09,, 0
2015, 68,03,09,23:00, 0, 0, 11.23, 804,-9999, 599, 0, 2528, 26.65, 24.19, 24.33, 989.996, 14.09,, 0
2015, 68,03,09,23:30, 0, 0, 11.23, 804,-9999, 585, 0, 2529, 26.68, 24.13, 24.4, 990.1821, 14.09,, 0
2015, 69,03,10,00:00, 0, 0, 11.23, 804,-9999, 515, 0, 2528, 26.65, 23.94, 24.54, 990.168, 14.09,, 0
2015, 69,03,10,00:30, 0, 0, 11.25, 804,-9999, 566, 0, 2529, 26.57, 23.92, 24.59, 990.0334, 14.09,, 0
2015, 69,03,10,01:00, 0, 0, 11.23, 804,-9999, 492, 0, 2528, 26.57, 24.12, 24.49, 989.7609, 14.09,, 0
2015, 69,03,10,01:30, 0, 0, 11.22, 804,-9999, 491, 0, 2527, 26.59, 23.99, 24.64, 989.4652, 14.09,, 0
2015, 69,03,10,02:00, 0, 0, 11.22, 804,-9999, 496, 0, 2528, 26.58, 24.02, 24.62, 989.2466, 14.09,, 0
2015, 69,03,10,02:30, 0, 0, 11.24, 804,-9999, 484, 0, 2527, 26.6, 24.18, 24.47, 989.0889, 14.09,, 0
2015, 69,03,10,03:00, 0, 0, 11.22, 804,-9999, 470, 0, 2527, 26.65, 24.11, 24.48, 989.0654, 14.09,, 0
2015, 69,03,10,03:30, 0, 0, 11.23, 804,-9999, 459, 0, 2528, 26.65, 24.08, 24.48, 989.0306, 14.09,, 0
2015, 69,03,10,04:00, 0, 0, 11.23, 804,-9999, 441, 0, 2527, 26.66, 24.21, 24.39, 988.9213, 14.09,, 0
2015, 69,03,10,04:30, 0, 0, 11.22, 804,-9999, 453, 0, 2526, 26.71, 24.2, 24.42, 988.8279, 14.09,, 0
2015, 69,03,10,05:00, 0, 0, 11.22, 804,-9999, 480, 0, 2527, 26.68, 24.04, 24.51, 988.7574, 14.09,, 0
2015, 69,03,10,05:30, 0, 0, 11.22, 804,-9999, 442, 0, 2527, 26.65, 24.15, 24.38, 988.7642, 14.1,, 0
2015, 69,03,10,06:00, 0, 0, 11.22, 804,-9999, 435, 0, 2527, 26.68, 24.24, 24.3, 988.8516, 14.1,, 0
2015, 69,03,10,06:30, 0, 0, 11.22, 804,-9999, 483, 0, 2527, 26.73, 24.3, 24.26, 988.9406, 14.1,, 0
2015, 69,03,10,07:00, 0, 0, 11.22, 804,-9999, 466, 0, 2528, 26.74, 24.16, 24.39, 988.9685, 14.09,, 0
2015, 69,03,10,07:30, 0, 0, 11.23, 804,-9999, 452, 0, 2531, 26.72, 24.15, 24.35, 989.084, 14.09,, 0
2015, 69,03,10,08:00, 0, 0, 11.23, 804,-9999, 468, 0, 2534, 26.72, 24.23, 24.28, 989.2864, 14.09,, 0
2015, 69,03,10,08:30, 0, 0, 11.23, 804,-9999, 486, 0, 2537, 26.75, 24.28, 24.3, 989.5329, 14.09,, 0
2015, 69,03,10,09:00, 0, 0, 11.22, 804,-9999, 550, 0, 2536, 26.81, 24.2, 24.41, 989.7156, 14.09,, 0
2015, 69,03,10,09:30, 0, 0, 11.22, 804,-9999, 517, 0, 2541, 26.85, 24.21, 24.45, 989.7673, 14.09,, 0
2015, 69,03,10,10:00, 0, 0, 11.23, 804,-9999, 482, 0, 2541, 26.9, 24.15, 24.57, 989.7296, 14.09,, 0
2015, 69,03,10,10:30, 0, 0, 11.22, 804,-9999, 468, 0, 2542, 26.88, 23.93, 24.83, 989.7811, 14.09,, 0
2015, 69,03,10,11:00, 0, 0, 11.23, 804,-9999, 466, 0, 2543, 26.8, 23.83, 24.97, 989.8408, 14.09,, 0
2015, 69,03,10,11:30, 0, 0, 11.23, 804,-9999, 451, 0, 2543, 26.73, 23.79, 25.04, 989.7651, 14.09,, 0
2015, 69,03,10,12:00, 0, 0, 11.23, 804,-9999, 464, 0, 2542, 26.7, 23.71, 25.18, 989.6271, 14.09,, 0
2015, 69,03,10,12:30, 0, 0, 11.22, 804,-9999, 432, 0, 2545, 26.62, 23.62, 25.31, 989.4398, 14.09,, 0
2015, 69,03,10,13:00, 0, 0, 11.23, 804,-9999, 441, 0, 2548, 26.54, 23.54, 25.4, 989.2037, 14.09,, 0
2015, 69,03,10,13:30, 0, 0, 11.21, 804,-9999, 476, 0, 2546, 26.5, 23.63, 25.33, 988.9291, 14.09,, 0
2015, 69,03,10,14:00, 0, 0, 11.22, 804,-9999, 401, 0, 2543, 26.49, 23.69, 25.25, 988.61, 14.09,, 0
2015, 69,03,10,14:30, 0, 0, 11.21, 804,-9999, 473, 0, 2543, 26.49, 23.68, 25.25, 988.265, 14.09,, 0
2015, 69,03,10,15:00, 0, 0, 11.21, 804,-9999, 439, 0, 2542, 26.49, 23.71, 25.19, 987.8399, 14.09,, 0
2015, 69,03,10,15:30, 0, 0, 11.19, 804,-9999, 412, 0, 2542, 26.51, 23.8, 25.08, 987.5538, 14.1,, 0
2015, 69,03,10,16:00, 0, 0, 11.19, 804,-9999, 447, 0, 2542, 26.53, 23.79, 25.08, 987.1788, 14.09,, 0
2015, 69,03,10,16:30, 0, 0, 11.19, 804,-9999, 459, 0, 2538, 26.52, 23.72, 25.14, 987.1368, 14.09,, 0
2015, 69,03,10,17:00, 0, 0, 11.21, 804,-9999, 494, 0, 2534, 26.47, 23.73, 25.13, 987.3282, 14.09,, 0
2015, 69,03,10,17:30, 0, 0, 11.2, 804,-9999, 462, 0, 2531, 26.48, 23.87, 24.98, 987.2568, 14.09,, 0
2015, 69,03,10,18:00, 0, 0, 11.19, 804,-9999, 572, 0, 2530, 26.55, 24.06, 24.78, 987.3968, 14.09,, 0
2015, 69,03,10,18:30, 0, 0, 11.21, 804,-9999, 560, 0, 2527, 26.66, 24.25, 24.43, 987.6861, 14.09,, 0
2015, 69,03,10,19:00, 0, 0, 11.21, 804,-9999, 620, 0, 2526, 26.81, 24.39, 24.2, 988.0887, 14.09,, 0
2015, 69,03,10,19:30, 0, 0, 11.22, 804,-9999, 678, 0, 2526, 26.92, 24.39, 24.13, 988.3447, 14.09,, 0
2015, 69,03,10,20:00, 0, 0, 11.21, 804,-9999, 640, 0, 2525, 26.95, 24.29, 24.25, 988.4718, 14.09,, 0
2015, 69,03,10,20:30, 0, 0, 11.22, 804,-9999, 641, 0, 2527, 26.91, 24.15, 24.36, 989.1139, 14.09,, 0
2015, 69,03,10,21:00, 0, 0, 11.22, 804,-9999, 647, 0, 2529, 26.81, 24.03, 24.44, 989.3563, 14.09,, 0
2015, 69,03,10,21:30, 0, 0, 11.23, 804,-9999, 670, 0, 2531, 26.7, 23.91, 24.56, 989.5767, 14.09,, 0
2015, 69,03,10,22:00, 0, 0, 11.24, 804,-9999, 685, 0, 2531, 26.6, 23.88, 24.79, 989.5117, 14.09,, 0
2015, 69,03,10,22:30, 0, 0, 11.23, 804,-9999, 665, 0, 2531, 26.57, 24.09, 24.81, 989.8934, 14.09,, 0
2015, 69,03,10,23:00, 0, 0, 11.23, 804,-9999, 659, 0, 2530, 26.61, 24.07, 24.87, 989.9783, 14.09,, 0
2015, 69,03,10,23:30, 0, 0, 11.22, 804,-9999, 638, 0, 2531, 26.6, 23.92, 25.03, 989.9227, 14.09,, 0
2015, 70,03,11,00:00, 0, 0, 11.23, 804,-9999, 668, 0, 2530, 26.58, 24.08, 24.92, 989.9658, 14.09,, 0
2015, 70,03,11,00:30, 0, 0, 11.23, 804,-9999, 625, 0, 2530, 26.59, 23.99, 25.03, 989.8933, 14.09,, 0
2015, 70,03,11,01:00, 0, 0, 11.24, 804,-9999, 614, 0, 2530, 26.56, 23.92, 25.06, 989.614, 14.09,, 0
2015, 70,03,11,01:30, 0, 0, 11.22, 804,-9999, 584, 0, 2528, 26.56, 24.08, 24.94, 989.2606, 14.09,, 0
2015, 70,03,11,02:00, 0, 0, 11.23, 804,-9999, 563, 0, 2527, 26.59, 23.99, 25.03, 989.1227, 14.09,, 0
2015, 70,03,11,02:30, 0, 0, 11.21, 804,-9999, 570, 0, 2528, 26.55, 23.84, 25.16, 988.9295, 14.09,, 0
2015, 70,03,11,03:00, 0, 0, 11.22, 804,-9999, 559, 0, 2528, 26.48, 23.86, 25.16, 988.7228, 14.09,, 0
2015, 70,03,11,03:30, 0, 0, 11.22, 804,-9999, 613, 0, 2528, 26.5, 24.05, 25.06, 988.8108, 14.09,, 0
2015, 70,03,11,04:00, 0, 0, 11.21, 804,-9999, 623, 0, 2528, 26.53, 23.95, 25.14, 988.8756, 14.09,, 0
2015, 70,03,11,04:30, 0, 0, 11.22, 804,-9999, 580, 0, 2528, 26.51, 23.85, 25.19, 988.905, 14.09,, 0
2015, 70,03,11,05:00, 0, 0, 11.22, 804,-9999, 575, 0, 2528, 26.5, 24.03, 24.99, 988.8453, 14.09,, 0
2015, 70,03,11,05:30, 0, 0, 11.21, 804,-9999, 548, 0, 2526, 26.55, 24.02, 25.01, 988.8542, 14.09,, 0
2015, 70,03,11,06:00, 0, 0, 11.21, 804,-9999, 510, 0, 2528, 26.55, 23.96, 25.03, 989.0869, 14.09,, 0
2015, 70,03,11,06:30, 0, 0, 11.22, 804,-9999, 540, 0, 2529, 26.57, 24.15, 24.85, 989.319, 14.09,, 0
2015, 70,03,11,07:00, 0, 0, 11.22, 804,-9999, 514, 0, 2529, 26.63, 24.1, 24.86, 989.433, 14.09,, 0
2015, 70,03,11,07:30, 0, 0, 11.23, 804,-9999, 525, 0, 2532, 26.62, 24.04, 24.82, 989.5555, 14.09,, 0
2015, 70,03,11,08:00, 0, 0, 11.23, 804,-9999, 576, 0, 2536, 26.63, 24.18, 24.65, 989.7507, 14.09,, 0
2015, 70,03,11,08:30, 0, 0, 11.23, 804,-9999, 551, 0, 2537, 26.7, 24.16, 24.7, 989.9731, 14.09,, 0
2015, 70,03,11,09:00, 0, 0, 11.23, 804,-9999, 548, 0, 2539, 26.74, 24.14, 24.79, 990.2243, 14.09,, 0
2015, 70,03,11,09:30, 0, 0, 11.24, 804,-9999, 515, 0, 2543, 26.81, 24.16, 24.83, 990.4443, 14.09,, 0
2015, 70,03,11,10:00, 0, 0, 11.23, 804,-9999, 563, 0, 2544, 26.84, 24.07, 24.92, 990.4, 14.09,, 0
2015, 70,03,11,10:30, 0, 0, 11.24, 804,-9999, 519, 0, 2545, 26.83, 23.93, 25.16, 990.2566, 14.09,, 0
2015, 70,03,11,11:00, 0, 0, 11.24, 804,-9999, 522, 0, 2543, 26.77, 23.77, 25.42, 989.9971, 14.09,, 0
2015, 70,03,11,11:30, 0, 0, 11.23, 804,-9999, 532, 0, 2542, 26.69, 23.66, 25.62, 989.8094, 14.09,, 0
2015, 70,03,11,12:00, 0, 0, 11.22, 804,-9999, 494, 0, 2542, 26.61, 23.48, 25.85, 989.5989, 14.09,, 0
2015, 70,03,11,12:30, 0, 0, 11.21, 804,-9999, 483, 0, 2544, 26.47, 23.3, 26.06, 989.5187, 14.09,, 0
2015, 70,03,11,13:00, 0, 0, 11.23, 804,-9999, 524, 0, 2542, 26.34, 23.35, 25.99, 989.3539, 14.09,, 0
2015, 70,03,11,13:30, 0, 0, 11.22, 804,-9999, 535, 0, 2545, 26.3, 23.5, 25.79, 989.0905, 14.09,, 0
2015, 70,03,11,14:00, 0, 0, 11.24, 804,-9999, 615, 2, 2549, 26.38, 24.13, 25, 988.7164, 14.09,, 0
2015, 70,03,11,14:30, 0, 0, 11.22, 804,-9999, 597, 1, 2542, 26.96, 25.5, 23.37, 988.2313, 14.09,, 0
2015, 70,03,11,15:00, 0, 0, 11.17, 804,-9999, 603, 3, 2530, 27.7, 25.56, 23.12, 987.9151, 14.09,, 0
2015, 70,03,11,15:30, 0, 0, 11.14, 804,-9999, 651, 0, 2535, 27.62, 23.37, 25.37, 987.5084, 14.09,, 0
2015, 70,03,11,16:00, 0, 0, 11.18, 804,-9999, 642, 0, 2537, 26.94, 23.19, 25.66, 987.7773, 14.09,, 0
2015, 70,03,11,16:30, 0, 0, 11.19, 804,-9999, 609, 0, 2536, 26.51, 23.28, 25.53, 987.7716, 14.09,, 0
2015, 70,03,11,17:00, 0, 0, 11.2, 804,-9999, 663, 0, 2533, 26.33, 23.51, 25.22, 988.1954, 14.1,, 0
2015, 70,03,11,17:30, 0, 0, 11.19, 804,-9999, 739, 0, 2534, 26.35, 23.85, 24.65, 987.8531, 14.09,, 0
2015, 70,03,11,18:00, 0, 0, 11.2, 804,-9999, 900, 0, 2531, 26.49, 24.12, 24.17, 987.937, 14.09,, 0
2015, 70,03,11,18:30, 0, 0, 11.21, 804,-9999, 1104, 0, 2532, 26.61, 24.03, 24.18, 988.6725, 14.09,, 0
2015, 70,03,11,19:00, 0, 0, 11.21, 804,-9999, 1325, 1, 2531, 26.59, 23.84, 24.42, 988.941, 14.09,, 0
2015, 70,03,11,19:30, 0, 0, 11.21, 804,-9999, 1512, 0, 2532, 26.52, 23.84, 24.45, 988.9837, 14.09,, 0
2015, 70,03,11,20:00, 0, 0, 11.2, 804,-9999, 1600, 0, 2531, 26.46, 23.77, 24.53, 988.8832, 14.08,, 0
2015, 70,03,11,20:30, 0, 0, 11.21, 804,-9999, 1521, 0, 2532, 26.38, 23.67, 24.67, 988.9369, 14.09,, 0
2015, 70,03,11,21:00, 0, 0, 11.21, 804,-9999, 1397, 0, 2530, 26.29, 23.58, 24.86, 989.0564, 14.09,, 0
2015, 70,03,11,21:30, 0, 0, 11.22, 804,-9999, 1337, 0, 2530, 26.21, 23.53, 25.04, 989.2146, 14.09,, 0
2015, 70,03,11,22:00, 0, 0, 11.21, 804,-9999, 1052, 0, 2529, 26.16, 23.54, 25.12, 989.4984, 14.09,, 0
2015, 70,03,11,22:30, 0, 0, 11.21, 804,-9999, 907, 0, 2529, 26.16, 23.58, 25.1, 989.5626, 14.09,, 0
2015, 70,03,11,23:00, 0, 0, 11.22, 804,-9999, 791, 0, 2528, 26.16, 23.62, 25.19, 989.6106, 14.09,, 0
2015, 70,03,11,23:30, 0, 0, 11.22, 804,-9999, 726, 0, 2529, 26.18, 23.66, 25.24, 989.5759, 14.09,, 0
2015, 71,03,12,00:00, 0, 0, 11.22, 804,-9999, 694, 0, 2529, 26.21, 23.7, 25.22, 989.5861, 14.09,, 0
2015, 71,03,12,00:30, 0, 0, 11.23, 804,-9999, 687, 0, 2528, 26.24, 23.73, 25.28, 989.499, 14.09,, 0
2015, 71,03,12,01:00, 0, 0, 11.22, 804,-9999, 682, 0, 2527, 26.26, 23.74, 25.29, 989.3437, 14.09,, 0
2015, 71,03,12,01:30, 0, 0, 11.21, 804,-9999, 651, 0, 2528, 26.28, 23.75, 25.22, 989.1785, 14.09,, 0
2015, 71,03,12,02:00, 0, 0, 11.21, 804,-9999, 661, 0, 2527, 26.31, 23.76, 25.22, 989.0133, 14.09,, 0
2015, 71,03,12,02:30, 0, 0, 11.21, 804,-9999, 656, 0, 2526, 26.34, 23.77, 25.23, 988.8774, 14.09,, 0
2015, 71,03,12,03:00, 0, 0, 11.21, 804,-9999, 665, 0, 2526, 26.34, 23.79, 25.21, 988.736, 14.09,, 0
2015, 71,03,12,03:30, 0, 0, 11.2, 804,-9999, 632, 0, 2526, 26.36, 23.81, 25.18, 988.5987, 14.09,, 0
2015, 71,03,12,04:00, 0, 0, 11.21, 804,-9999, 655, 0, 2526, 26.38, 23.83, 25.16, 988.5387, 14.09,, 0
2015, 71,03,12,04:30, 0, 0, 11.21, 804,-9999, 680, 0, 2526, 26.4, 23.85, 25.12, 988.6334, 14.09,, 0
2015, 71,03,12,05:00, 0, 0, 11.21, 804,-9999, 655, 0, 2527, 26.41, 23.86, 25.1, 988.8288, 14.09,, 0
2015, 71,03,12,05:30, 0, 0, 11.21, 804,-9999, 599, 0, 2526, 26.42, 23.88, 25.06, 988.9573, 14.09,, 0
2015, 71,03,12,06:00, 0, 0, 11.22, 804,-9999, 575, 0, 2527, 26.44, 23.9, 25, 989.0569, 14.09,, 0
2015, 71,03,12,06:30, 0, 0, 11.23, 804,-9999, 562, 0, 2527, 26.46, 23.94, 24.92, 989.1889, 14.09,, 0
2015, 71,03,12,07:00, 0, 0, 11.23, 804,-9999, 511, 0, 2528, 26.47, 23.95, 24.86, 989.3579, 14.09,, 0
2015, 71,03,12,07:30, 0, 0, 11.22, 804,-9999, 582, 0, 2532, 26.48, 23.9, 24.87, 989.5424, 14.09,, 0
2015, 71,03,12,08:00, 0, 0, 11.22, 804,-9999, 563, 0, 2535, 26.47, 23.85, 24.85, 989.6395, 14.09,, 0
2015, 71,03,12,08:30, 0, 0, 11.23, 804,-9999, 583, 0, 2538, 26.46, 23.9, 24.79, 989.8718, 14.09,, 0
2015, 71,03,12,09:00, 0, 0, 11.22, 804,-9999, 588, 0, 2539, 26.53, 24.03, 24.73, 989.9786, 14.09,, 0
2015, 71,03,12,09:30, 0, 0, 11.22, 804,-9999, 587, 0, 2541, 26.63, 23.99, 24.77, 990.0537, 14.09,, 0
2015, 71,03,12,10:00, 0, 0, 11.23, 804,-9999, 602, 0, 2542, 26.71, 23.95, 24.83, 990.1724, 14.09,, 0
2015, 71,03,12,10:30, 0, 0, 11.23, 804,-9999, 591, 0, 2543, 26.72, 23.88, 24.96, 990.1511, 14.09,, 0
2015, 71,03,12,11:00, 0, 0, 11.23, 804,-9999, 553, 0, 2544, 26.72, 23.84, 25.04, 989.9771, 14.09,, 0
2015, 71,03,12,11:30, 0, 0, 11.23, 804,-9999, 646, 0, 2543, 26.71, 23.74, 25.19, 989.7532, 14.09,, 0
2015, 71,03,12,12:00, 0, 0, 11.22, 804,-9999, 615, 0, 2541, 26.64, 23.63, 25.36, 989.5433, 14.09,, 0
2015, 71,03,12,12:30, 0, 0, 11.23, 804,-9999, 652, 0, 2544, 26.59, 23.66, 25.34, 989.269, 14.09,, 0
2015, 71,03,12,13:00, 0, 0, 11.21, 804,-9999, 667, 0, 2544, 26.55, 23.65, 25.38, 988.9359, 14.09,, 0
2015, 71,03,12,13:30, 0, 0, 11.2, 804,-9999, 667, 0, 2546, 26.53, 23.69, 25.38, 988.5169, 14.09,, 0
2015, 71,03,12,14:00, 0, 0, 11.2, 804,-9999, 632, 0, 2545, 26.54, 23.79, 25.25, 988.1102, 14.09,, 0
2015, 71,03,12,14:30, 0, 0, 11.19, 804,-9999, 733, 0, 2543, 26.56, 23.76, 25.26, 987.7457, 14.09,, 0
2015, 71,03,12,15:00, 0, 0, 11.19, 804,-9999, 712, 0, 2542, 26.55, 23.75, 25.27, 987.4753, 14.09,, 0
2015, 71,03,12,15:30, 0, 0, 11.18, 804,-9999, 744, 0, 2542, 26.53, 23.76, 25.27, 987.2385, 14.09,, 0
2015, 71,03,12,16:00, 0, 0, 11.19, 804,-9999, 760, 0, 2539, 26.53, 23.72, 25.28, 987.0343, 14.09,, 0
2015, 71,03,12,16:30, 0, 0, 11.19, 804,-9999, 782, 0, 2536, 26.5, 23.71, 25.34, 986.9739, 14.09,, 0
2015, 71,03,12,17:00, 0, 0, 11.25, 804,-9999, 522, 0, 2525, 26.52, 24.06, 25.57, 986.6695, 14.09,, 0
2015, 71,03,12,17:30, 0, 0, 11.2, 804,-9999, 905, 0, 2503, 26.69, 24.47, 24.67, 987.7921, 14.09,, 0
2015, 71,03,12,18:00, 0, 0, 11.19, 804,-9999, 905, 0, 2548, 26.8, 24.22, 24.26, 987.924, 14.09,, 0
2015, 71,03,12,18:30, 0, 0, 11.17, 804,-9999, 979, 0, 2544, 26.66, 23.73, 24.53, 987.4424, 14.09,, 0
2015, 71,03,12,19:00, 0, 0, 11.18, 804,-9999, 1017, 1, 2540, 26.41, 23.43, 25.14, 987.6703, 14.09,, 0
2015, 71,03,12,19:30, 0, 0, 11.2, 804,-9999, 1059, 0, 2530, 26.26, 23.55, 25.84, 987.6682, 14.09,, 0
2015, 71,03,12,20:00, 0, 0, 11.18, 804,-9999, 1021, 0, 2531, 26.22, 23.57, 25.33, 987.7639, 14.09,, 0
2015, 71,03,12,20:30, 0, 0, 11.19, 804,-9999, 980, 0, 2531, 26.19, 23.5, 25.16, 988.2034, 14.08,, 0
2015, 71,03,12,21:00, 0, 0, 11.19, 804,-9999, 1017, 0, 2534, 26.14, 23.44, 25.21, 988.6285, 14.08,, 0
2015, 71,03,12,21:30, 0, 0, 11.19, 804,-9999, 995, 0, 2533, 26.1, 23.48, 25.31, 988.7696, 14.08,, 0
2015, 71,03,12,22:00, 0, 0, 11.2, 804,-9999, 903, 0, 2532, 26.1, 23.48, 25.42, 988.9712, 14.08,, 0
2015, 71,03,12,22:30, 0, 0, 11.21, 804,-9999, 886, 0, 2529, 26.1, 23.5, 25.51, 989.0695, 14.08,, 0
2015, 71,03,12,23:00, 0, 0, 11.21, 804,-9999, 912, 0, 2528, 26.13, 23.55, 25.56, 989.0607, 14.09,, 0
2015, 71,03,12,23:30, 0, 0, 11.19, 804,-9999, 917, 0, 2528, 26.17, 23.6, 25.54, 989.1026, 14.08,, 0
2015, 72,03,13,00:00, 0, 0, 11.2, 804,-9999, 839, 0, 2529, 26.22, 23.68, 25.53, 989.1916, 14.08,, 0
2015, 72,03,13,00:30, 0, 0, 11.2, 804,-9999, 790, 0, 2531, 26.27, 23.72, 25.53, 989.1641, 14.09,, 0
2015, 72,03,13,01:00, 0, 0, 11.2, 804,-9999, 873, 0, 2529, 26.32, 23.74, 25.47, 989.0167, 14.08,, 0
2015, 72,03,13,01:30, 0, 0, 11.2, 804,-9999, 843, 0, 2528, 26.35, 23.79, 25.46, 988.7155, 14.08,, 0
2015, 72,03,13,02:00, 0, 0, 11.19, 804,-9999, 733, 0, 2527, 26.4, 23.85, 25.43, 988.5931, 14.08,, 0
2015, 72,03,13,02:30, 0, 0, 11.19, 804,-9999, 698, 0, 2526, 26.44, 23.82, 25.41, 988.5048, 14.09,, 0
2015, 72,03,13,03:00, 0, 0, 11.2, 804,-9999, 682, 0, 2527, 26.44, 23.79, 25.46, 988.3285, 14.09,, 0
2015, 72,03,13,03:30, 0, 0, 11.19, 804,-9999, 644, 0, 2526, 26.45, 23.87, 25.45, 988.2377, 14.08,, 0
2015, 72,03,13,04:00, 0, 0, 11.18, 804,-9999, 605, 0, 2525, 26.47, 23.81, 25.45, 988.1775, 14.08,, 0
2015, 72,03,13,04:30, 0, 0, 11.19, 804,-9999, 625, 0, 2526, 26.44, 23.79, 25.43, 988.1019, 14.08,, 0
2015, 72,03,13,05:00, 0, 0, 11.2, 804,-9999, 605, 0, 2525, 26.46, 23.84, 25.4, 988.127, 14.08,, 0
2015, 72,03,13,05:30, 0, 0, 11.18, 804,-9999, 614, 0, 2525, 26.46, 23.78, 25.41, 988.1025, 14.08,, 0
2015, 72,03,13,06:00, 0, 0, 11.19, 804,-9999, 627, 0, 2524, 26.44, 23.81, 25.39, 988.1924, 14.08,, 0
2015, 72,03,13,06:30, 0, 0, 11.19, 804,-9999, 618, 0, 2524, 26.46, 23.86, 25.34, 988.364, 14.08,, 0
2015, 72,03,13,07:00, 0, 0, 11.2, 804,-9999, 631, 0, 2526, 26.48, 23.88, 25.26, 988.5158, 14.08,, 0
2015, 72,03,13,07:30, 0, 0, 11.19, 804,-9999, 643, 0, 2528, 26.5, 23.89, 25.24, 988.5736, 14.08,, 0
2015, 72,03,13,08:00, 0, 0, 11.2, 804,-9999, 621, 0, 2532, 26.51, 23.9, 25.2, 988.6863, 14.08,, 0
2015, 72,03,13,08:30, 0, 0, 11.2, 804,-9999, 670, 0, 2532, 26.53, 23.88, 25.24, 988.8118, 14.08,, 0
2015, 72,03,13,09:00, 0, 0, 11.2, 804,-9999, 591, 0, 2536, 26.53, 23.84, 25.35, 988.9809, 14.08,, 0
2015, 72,03,13,09:30, 0, 0, 11.21, 804,-9999, 568, 0, 2539, 26.53, 23.84, 25.36, 989.0821, 14.08,, 0
2015, 72,03,13,10:00, 0, 0, 11.21, 804,-9999, 626, 0, 2537, 26.57, 23.89, 25.43, 989.0497, 14.08,, 0
2015, 72,03,13,10:30, 0, 0, 11.21, 804,-9999, 618, 0, 2540, 26.59, 23.88, 25.38, 989.0128, 14.08,, 0
2015, 72,03,13,11:00, 0, 0, 11.19, 804,-9999, 659, 0, 2539, 26.59, 23.79, 25.41, 988.7896, 14.09,, 0
2015, 72,03,13,11:30, 0, 0, 11.19, 804,-9999, 625, 0, 2538, 26.56, 23.73, 25.52, 988.5753, 14.08,, 0
2015, 72,03,13,12:00, 0, 0, 11.19, 804,-9999, 645, 0, 2538, 26.54, 23.69, 25.65, 988.287, 14.08,, 0
2015, 72,03,13,12:30, 0, 0, 11.2, 804,-9999, 695, 0, 2540, 26.53, 23.68, 25.73, 987.9716, 14.09,, 0
2015, 72,03,13,13:00, 0, 0, 11.2, 804,-9999, 652, 0, 2539, 26.55, 23.8, 25.59, 987.8145, 14.08,, 0
2015, 72,03,13,13:30, 0, 0, 11.19, 804,-9999, 667, 0, 2541, 26.59, 23.84, 25.56, 987.5411, 14.08,, 0
2015, 72,03,13,14:00, 0, 0, 11.19, 804,-9999, 720, 0, 2540, 26.62, 23.88, 25.45, 987.1699, 14.08,, 0
2015, 72,03,13,14:30, 0, 0, 11.18, 804,-9999, 745, 0, 2540, 26.65, 23.9, 25.4, 986.9174, 14.08,, 0
2015, 72,03,13,15:00, 0, 0, 11.18, 804,-9999, 733, 0, 2539, 26.65, 23.86, 25.44, 986.7229, 14.08,, 0
2015, 72,03,13,15:30, 0, 0, 11.18, 804,-9999, 817, 0, 2538, 26.65, 23.91, 25.36, 986.5889, 14.08,, 0
2015, 72,03,13,16:00, 0, 0, 11.18, 804,-9999, 821, 0, 2538, 26.65, 23.9, 25.32, 986.6304, 14.08,, 0
2015, 72,03,13,16:30, 0, 0, 11.18, 804,-9999, 859, 0, 2531, 26.65, 23.89, 25.33, 986.6873, 14.09,, 0
2015, 72,03,13,17:00, 0, 0, 11.17, 804,-9999, 875, 0, 2524, 26.65, 23.97, 25.12, 986.7969, 14.08,, 0
2015, 72,03,13,17:30, 0, 0, 11.17, 804,-9999, 847, 0, 2522, 26.7, 24.1, 24.86, 986.7455, 14.08,, 0
2015, 72,03,13,18:00, 0, 0, 11.18, 804,-9999, 809, 0, 2521, 26.72, 23.95, 24.92, 986.7901, 14.09,, 0
2015, 72,03,13,18:30, 0, 0, 11.18, 804,-9999, 805, 0, 2521, 26.65, 23.8, 25.06, 986.826, 14.08,, 0
2015, 72,03,13,19:00, 0, 0, 11.19, 804,-9999, 785, 0, 2523, 26.55, 23.74, 25.09, 987.0866, 14.08,, 0
2015, 72,03,13,19:30, 0, 0, 11.17, 804,-9999, 839, 0, 2524, 26.5, 23.87, 24.95, 987.3666, 14.08,, 0
2015, 72,03,13,20:00, 0, 0, 11.2, 804,-9999, 866, 0, 2525, 26.5, 23.95, 24.87, 987.8013, 14.08,, 0
2015, 72,03,13,20:30, 0, 0, 11.2, 804,-9999, 916, 0, 2527, 26.53, 24, 24.84, 988.1785, 14.08,, 0
